,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,SHAPE,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_effekt
1062,1063,32152,30,VIKEN,3003,SARPSBORG,353752,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19760315,19760315,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,109.0,109.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574473.94,621669.15,,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578906.27,279967.79,0.0,1,N,0.0,A,X,,C,"{'x': 621669.1500000004, 'y': 6574473.9399999995, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,0,[0],[2.50272634 2.35008405 2.2562444  ... 3.02426734 2.77923765 2.69982541],[0.45392142 0.3533553  0.31763508 ... 0.77979962 0.6951702  0.55173983],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[2.95664776 2.70343934 2.57387948 ... 3.80406696 3.47440785 3.25156524],15300.0,6.0
1063,1064,32153,30,VIKEN,3003,SARPSBORG,353760,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19760315,19760315,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,109.0,109.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574500.89,621678.72,,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578932.26,279979.75,0.0,1,N,0.0,A,X,,C,"{'x': 621678.7199999997, 'y': 6574500.890000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,0,[0],[2.50272634 2.35008405 2.2562444  ... 3.02426734 2.77923765 2.69982541],[0.45392142 0.3533553  0.31763508 ... 0.77979962 0.6951702  0.55173983],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[2.95664776 2.70343934 2.57387948 ... 3.80406696 3.47440785 3.25156524],15300.0,6.0
1064,1065,32154,30,VIKEN,3003,SARPSBORG,353779,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19751115,19751115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,109.0,109.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574553.49,621689.87,,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578983.66,279995.59,0.0,1,N,0.0,A,X,,C,"{'x': 621689.8700000001, 'y': 6574553.49, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[2.50272634 2.35008405 2.2562444  ... 3.02426734 2.77923765 2.69982541],[0.45392142 0.3533553  0.31763508 ... 0.77979962 0.6951702  0.55173983],0,0,0,0,0,[2.95664776 2.70343934 2.57387948 ... 3.80406696 3.47440785 3.25156524],21100.0,6.0
1065,1066,32155,30,VIKEN,3003,SARPSBORG,353787,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19230615,19230615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,263.0,263.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573648.0,619768.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578254.38,277999.23,0.0,1,N,36.0,A,X,,A,"{'x': 619768, 'y': 6573648, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[6.03868832 5.67038628 5.44396584 ... 7.29708541 6.70586699 6.51425765],[1.09524159 0.85259122 0.76640391 ... 1.88153488 1.67733728 1.33126216],[1.72533952 1.62011037 1.55541881 ... 2.08488155 1.915962   1.86121647],"[-4.3133488  -4.05027591 -3.88854703 ... -5.21220386 -4.78990499
 -4.65304118]",[0. 0. 0. ... 0. 0. 0.],0,0,[4.54592063 4.09281195 3.87724153 ... 6.05129797 5.50926127 5.0536951 ],33600.0,9.0
1066,1067,32156,30,VIKEN,3003,SARPSBORG,353795,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19290615,19290615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,235.0,235.0,0.0,4,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573450.0,619693.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578063.85,277906.69,0.0,1,N,0.0,A,X,,A,"{'x': 619693, 'y': 6573450, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[5.39578614 5.06669496 4.86438013 ... 6.5202094  5.99193438 5.82072452],[0.97863792 0.76182105 0.68480958 ... 1.68121937 1.49876145 1.18953083],0,0,0,0,0,[6.37442407 5.82851601 5.5491897  ... 8.20142877 7.49069583 7.01025534],45500.0,14.0
1067,1068,32157,30,VIKEN,3003,SARPSBORG,353809,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19280615,19280615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,214.0,214.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573463.0,619667.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578079.14,277881.95,0.0,1,N,0.0,A,X,,A,"{'x': 619667, 'y': 6573463, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[4.91360951 4.61392648 4.42969084 ... 5.93755239 5.45648492 5.30057467],[0.89118517 0.69374342 0.62361383 ... 1.53098275 1.36482958 1.08323233],0,0,0,0,0,[5.80479468 5.3076699  5.05330466 ... 7.46853514 6.8213145  6.38380699],41500.0,12.0
1068,1069,32159,30,VIKEN,3003,SARPSBORG,353817,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19500615,19500615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,454.0,454.0,0.0,4,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573442.0,619651.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578059.66,277864.12,0.0,1,N,0.0,A,X,,A,"{'x': 619651, 'y': 6573442, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],"[10.42419961  9.78842346  9.39756841 ... 12.59648964 11.57590727
 11.24514439]",[1.89064518 1.47177343 1.32299382 ... 3.24797275 2.89547957 2.29807232],0,0,0,"[-10.42419961  -9.78842346  -9.39756841 ... -12.59648964 -11.57590727
 -11.24514439]",0,[1.89064518 1.47177343 1.32299382 ... 3.24797275 2.89547957 2.29807232],18200.0,4.0
1069,1070,32160,30,VIKEN,3003,SARPSBORG,353825,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19480815,19480815,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,253.0,253.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573418.0,619638.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578036.91,277849.01,0.0,1,N,0.0,A,X,,A,"{'x': 619638, 'y': 6573418, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[5.8090804  5.45478224 5.23697094 ... 7.01962969 6.45089105 6.26656725],[1.05359743 0.8201733  0.73726307 ... 1.80999362 1.6135602  1.28064382],[1.65973726 1.55850921 1.49627741 ... 2.00560848 1.84311173 1.79044778],"[-4.14934314 -3.89627303 -3.74069353 ... -5.01402121 -4.60777932
 -4.47611946]",[0. 0. 0. ... 0. 0. 0.],0,0,[4.37307194 3.93719172 3.7298179  ... 5.82121059 5.29978366 4.86153939],32400.0,9.0
1070,1071,32161,30,VIKEN,3003,SARPSBORG,353833,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19270615,19270615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,241.0,241.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573432.0,619680.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578047.08,277892.12,0.0,1,N,8.0,A,X,,A,"{'x': 619680, 'y': 6573432, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[5.5335509  5.19605739 4.98857707 ... 6.68668283 6.14491994 5.96933876],[1.00362442 0.7812718  0.70229408 ... 1.72414413 1.5370277  1.21990183],[1.58101454 1.48458783 1.42530773 ... 1.91048081 1.75569141 1.70552536],"[-3.95253635 -3.71146956 -3.56326933 ... -4.77620202 -4.38922853
 -4.2638134 ]",[0. 0. 0. ... 0. 0. 0.],0,0,[4.16565351 3.75044745 3.55290954 ... 5.54510574 5.04841052 4.63095255],30800.0,8.0
1071,1072,32162,30,VIKEN,3003,SARPSBORG,353841,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19260615,19260615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,200.0,200.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573391.0,619626.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578011.09,277834.63,0.0,1,N,0.0,A,X,,A,"{'x': 619626, 'y': 6573391, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[4.59215842 4.31208082 4.13989798 ... 5.54911438 5.09951862 4.9538081 ],[0.83288334 0.64835834 0.58281666 ... 1.430825   1.27554166 1.01236666],[1.31204526 1.23202309 1.18282799 ... 1.58546125 1.45700532 1.41537374],"[-3.28011316 -3.08005773 -2.95706999 ... -3.96365313 -3.6425133
 -3.53843436]",[0. 0. 0. ... 0. 0. 0.],0,0,[3.45697387 3.11240452 2.94847265 ... 4.6017475  4.1895523  3.84311415],25600.0,7.0
1072,1073,32163,30,VIKEN,3003,SARPSBORG,353868,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19270615,19270615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,246.0,246.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573407.0,619664.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578023.61,277873.93,0.0,1,N,0.0,A,X,,A,"{'x': 619664, 'y': 6573407, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[5.64835486 5.30385941 5.09207452 ... 6.82541069 6.2724079  6.09318396],[1.02444651 0.79748076 0.71686449 ... 1.75991475 1.56891624 1.24521099],0,0,0,0,0,[6.67280136 6.10134017 5.80893901 ... 8.58532544 7.84132414 7.33839495],47700.0,14.0
1073,1074,32165,30,VIKEN,3003,SARPSBORG,353876,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19240615,19240615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,158.0,158.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573364.0,619619.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577984.82,277825.22,0.0,1,N,0.0,A,X,,A,"{'x': 619619, 'y': 6573364, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[3.62780515 3.40654385 3.2705194  ... 4.38380036 4.02861971 3.9135084 ],[0.65797784 0.51220309 0.46042516 ... 1.13035175 1.00767791 0.79976966],0,0,0,"[-3.62780515 -3.40654385 -3.2705194  ... -4.38380036 -4.02861971
 -3.9135084 ]",0,[0.65797784 0.51220309 0.46042516 ... 1.13035175 1.00767791 0.79976966],6300.0,1.0
1074,1075,32166,30,VIKEN,3003,SARPSBORG,353884,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19260615,19260615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,315.0,315.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573376.0,619653.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577993.72,277860.18,0.0,1,N,0.0,A,X,,A,"{'x': 619653, 'y': 6573376, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[7.23264951 6.79152729 6.52033932 ... 8.73985515 8.03174183 7.80224776],[1.31179126 1.02116439 0.91793624 ... 2.25354937 2.00897811 1.59447749],[2.06647129 1.94043637 1.86295409 ... 2.49710147 2.29478338 2.22921365],"[-5.16617822 -4.85109092 -4.65738523 ... -6.24275368 -5.73695845
 -5.57303411]",[0. 0. 0. ... 0. 0. 0.],0,0,[5.44473384 4.90203712 4.64384442 ... 7.24775232 6.59854487 6.05290478],40300.0,11.0
1075,1076,32167,30,VIKEN,3003,SARPSBORG,353892,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19250615,19250615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,182.0,182.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573342.0,619614.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577963.35,277818.26,0.0,1,N,0.0,A,X,,A,"{'x': 619614, 'y': 6573342, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[4.17886416 3.92399355 3.76730716 ... 5.04969409 4.64056194 4.50796537],[0.75792384 0.59000609 0.53036316 ... 1.30205075 1.16074291 0.92125366],0,0,0,0,0,[4.936788   4.51399964 4.29767032 ... 6.35174484 5.80130485 5.42921903],35300.0,11.0
1076,1077,32168,30,VIKEN,3003,SARPSBORG,353906,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19291015,19291015,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,225.0,225.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573352.0,619651.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577969.98,277856.03,0.0,1,N,0.0,A,X,,A,"{'x': 619651, 'y': 6573352, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[5.16617822 4.85109092 4.65738523 ... 6.24275368 5.73695845 5.57303411],[0.93699376 0.72940313 0.65566874 ... 1.60967813 1.43498437 1.13891249],0,0,0,0,0,[6.10317198 5.58049405 5.31305397 ... 7.8524318  7.17194282 6.7119466 ],43600.0,13.0
1077,1078,32169,30,VIKEN,3003,SARPSBORG,353914,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19260615,19260615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,154.0,154.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573318.0,619609.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577939.89,277811.12,0.0,1,N,0.0,A,X,,A,"{'x': 619609, 'y': 6573318, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,[0],[3.53596198 3.32030223 3.18772144 ... 4.27281807 3.92662934 3.81443224],[0.64132017 0.49923592 0.44876883 ... 1.10173525 0.98216708 0.77952233],0,0,0,"[-3.53596198 -3.32030223 -3.18772144 ... -4.27281807 -3.92662934
 -3.81443224]",[-0. -0. -0. ... -0. -0. -0.],[0.64132017 0.49923592 0.44876883 ... 1.10173525 0.98216708 0.77952233],700.0,1.0
1078,1079,32170,30,VIKEN,3003,SARPSBORG,353922,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19231115,19231115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,201.0,201.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573635.0,619792.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578239.27,278021.98,0.0,1,N,0.0,A,X,,A,"{'x': 619792, 'y': 6573635, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0.0,0,[0],[4.61511921 4.33364122 4.16059747 ... 5.57685995 5.12501621 4.97857714],[0.83704776 0.65160013 0.58573074 ... 1.43797913 1.28191937 1.01742849],[1.31860549 1.23818321 1.18874213 ... 1.59338856 1.46429035 1.42245061],"[-3.29651372 -3.09545802 -2.97185534 ... -3.98347139 -3.66072587
 -3.55612653]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[3.47425874 3.12796655 2.96321501 ... 4.62475624 4.21050006 3.86232972],18500.0,7.0
1079,1080,32171,30,VIKEN,3003,SARPSBORG,353930,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19250915,19250915,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,231.0,231.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573327.0,619649.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577945.25,277851.78,0.0,1,N,0.0,A,X,,A,"{'x': 619649, 'y': 6573327, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[5.30394298 4.98045335 4.78158217 ... 6.40922711 5.88994401 5.72164836],[0.96198026 0.74885388 0.67315324 ... 1.65260287 1.47325062 1.16928349],0,0,0,"[-5.30394298 -4.98045335 -4.78158217 ... -6.40922711 -5.88994401
 -5.72164836]",0,[0.96198026 0.74885388 0.67315324 ... 1.65260287 1.47325062 1.16928349],9300.0,2.0
1080,1081,32172,30,VIKEN,3003,SARPSBORG,353949,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19260615,19260615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,193.0,193.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573281.0,619605.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577903.38,277803.8,0.0,1,N,0.0,A,X,,A,"{'x': 619605, 'y': 6573281, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[4.43143288 4.16115799 3.99500155 ... 5.35489538 4.92103547 4.78042482],[0.80373242 0.6256658  0.56241808 ... 1.38074612 1.2308977  0.97693383],0,0,0,0,0,[5.2351653  4.78682379 4.55741963 ... 6.7356415  6.15193317 5.75735864],37400.0,11.0
1081,1082,32173,30,VIKEN,3003,SARPSBORG,353957,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19280615,19280615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,180.0,180.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573310.0,619647.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577928.5,277848.26,0.0,1,N,0.0,A,X,,A,"{'x': 619647, 'y': 6573310, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[4.13294258 3.88087274 3.72590818 ... 4.99420294 4.58956676 4.45842729],[0.74959501 0.58352251 0.52453499 ... 1.2877425  1.14798749 0.91112999],[1.18084074 1.10882078 1.06454519 ... 1.42691513 1.31130479 1.27383637],"[-2.95210184 -2.77205196 -2.66136299 ... -3.56728782 -3.27826197
 -3.18459092]",[0. 0. 0. ... 0. 0. 0.],0,0,[3.11127648 2.80116407 2.65362538 ... 4.14157275 3.77059707 3.45880273],23000.0,6.0
1082,1083,32174,30,VIKEN,3003,SARPSBORG,353965,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19260615,19260615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,184.0,184.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573247.0,619600.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577869.95,277795.76,0.0,1,N,130.0,A,X,,A,"{'x': 619600, 'y': 6573247, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[4.22478575 3.96711435 3.80870614 ... 5.10518523 4.69155713 4.55750345],[0.76625267 0.59648967 0.53619133 ... 1.316359   1.17349833 0.93137733],0,0,0,0,0,[4.99103842 4.56360403 4.34489747 ... 6.42154423 5.86505546 5.48888078],35700.0,11.0
